"","X","license","name","address","lon","lat","quadrant","subhood","year","firstYr"
"5249",5249,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2009,2008
"5250",5250,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2010,2008
"5251",5251,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2011,2008
"5252",5252,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2012,2008
"5253",5253,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2013,2008
"5254",5254,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2014,2008
"5255",5255,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2015,2008
"5256",5256,"ABRA075871","shadow room","2131 K ST NW, Washington DC",-77.0476549,38.9028587,"NW","Downtown",2016,2008
"5257",5257,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2008,2008
"5258",5258,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2009,2008
"5259",5259,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2010,2008
"5260",5260,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2011,2008
"5261",5261,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2012,2008
"5262",5262,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2013,2008
"5263",5263,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2014,2008
"5264",5264,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2015,2008
"5265",5265,"ABRA075875","sichuan pavilion","1814 K ST NW, Washington DC",-77.0425173,38.9022121,"NW","Downtown",2016,2008
"5266",5266,"ABRA075887","o'tasty restaurant","1764 COLUMBIA RD NW, Washington DC",-77.040937,38.9235273,"NW","Reed-Cooke",2011,2011
"5267",5267,"ABRA075888","bluepoint fish club","1299 PENNSYLVANIA AVE NW, Washington DC",-77.0288852,38.8964601,"NW","Downtown",2008,2008
"5268",5268,"ABRA075888","bluepoint fish club","1299 PENNSYLVANIA AVE NW, Washington DC",-77.0288852,38.8964601,"NW","Downtown",2009,2008
"5269",5269,"ABRA075901","rock creek mazza","5300 WISCONSIN AVE NW, Washington DC",-77.085678,38.9595618,"NW","Friendship Heights",2008,2008
"5270",5270,"ABRA075901","rock creek mazza","5300 WISCONSIN AVE NW, Washington DC",-77.085678,38.9595618,"NW","Friendship Heights",2009,2008
"5271",5271,"ABRA075907","yee hwa restaurant","1009 21ST ST NW, Washington DC",-77.0465299,38.903135,"NW","Downtown",2008,2008
"5272",5272,"ABRA075907","yee hwa restaurant","1009 21ST ST NW, Washington DC",-77.0465299,38.903135,"NW","Downtown",2009,2008
"5273",5273,"ABRA075907","yee hwa restaurant","1009 21ST ST NW, Washington DC",-77.0465299,38.903135,"NW","Downtown",2010,2008
"5274",5274,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2008,2008
"5275",5275,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2009,2008
"5276",5276,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2010,2008
"5277",5277,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2011,2008
"5278",5278,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2012,2008
"5279",5279,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2013,2008
"5280",5280,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2014,2008
"5281",5281,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2015,2008
"5282",5282,"ABRA075915","hamilton's bar & grill","233 2ND ST NW, Washington DC",-77.0134201,38.8933139,"NW","Downtown",2016,2008
"5283",5283,"ABRA075943","d'acqua restaurant","801 PENNSYLVANIA AVE NW, Washington DC",-77.0235065,38.894388,"NW","Downtown",2008,2008
"5284",5284,"ABRA075943","d'acqua restaurant","801 PENNSYLVANIA AVE NW, Washington DC",-77.0235065,38.894388,"NW","Downtown",2009,2008
"5285",5285,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2008,2008
"5286",5286,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2009,2008
"5287",5287,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2010,2008
"5288",5288,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2011,2008
"5289",5289,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2012,2008
"5290",5290,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2013,2008
"5291",5291,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2014,2008
"5292",5292,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2015,2008
"5293",5293,"ABRA075944","oyamel","401 7TH ST NW, Washington DC",-77.0217214,38.8949709,"NW","Downtown",2016,2008
"5294",5294,"ABRA076011","international grill","2013 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2008,2008
"5295",5295,"ABRA076011","international grill","2013 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2009,2008
"5296",5296,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2010,2010
"5297",5297,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2011,2010
"5298",5298,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2012,2010
"5299",5299,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2013,2010
"5300",5300,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2014,2010
"5301",5301,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2015,2010
"5302",5302,"ABRA076011.1","red lounge hookah","2013 A 14TH ST NW, Washington DC",-77.031663,38.9174817,"NW","U Street",2016,2010
"5303",5303,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2008,2008
"5304",5304,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2009,2008
"5305",5305,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2010,2008
"5306",5306,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2011,2008
"5307",5307,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2012,2008
"5308",5308,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2013,2008
"5309",5309,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2014,2008
"5310",5310,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2015,2008
"5311",5311,"ABRA076039","penn quarter sports tavern","639 INDIANA AVE NW, Washington DC",-77.0214979,38.894312,"NW","Downtown",2016,2008
"5312",5312,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2008,2008
"5313",5313,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2009,2008
"5314",5314,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2010,2008
"5315",5315,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2011,2008
"5316",5316,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2012,2008
"5317",5317,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2013,2008
"5318",5318,"ABRA076070","casa oaxaca","2106 18TH ST NW, Washington DC",-77.0418896,38.9181238,"NW","Washington Heights",2014,2008
"5319",5319,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2008,2008
"5320",5320,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2009,2008
"5321",5321,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2010,2008
"5322",5322,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2011,2008
"5323",5323,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2012,2008
"5324",5324,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2013,2008
"5325",5325,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2014,2008
"5326",5326,"ABRA076072","mio restaurant","1110 VERMONT AVE NW, Washington DC",-77.0331865,38.9043232,"NW","Downtown",2015,2008
"5327",5327,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2008,2008
"5328",5328,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2009,2008
"5329",5329,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2010,2008
"5330",5330,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2011,2008
"5331",5331,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2012,2008
"5332",5332,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2013,2008
"5333",5333,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2014,2008
"5334",5334,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2015,2008
"5335",5335,"ABRA076074","circa at dupont","1601 CONNECTICUT AVE NW, Washington DC",-77.0440805,38.9113709,"NW","Dupont Circle",2016,2008
"5336",5336,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2008,2008
"5337",5337,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2009,2008
"5338",5338,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2010,2008
"5339",5339,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2011,2008
"5340",5340,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2012,2008
"5341",5341,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2013,2008
"5342",5342,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2014,2008
"5343",5343,"ABRA076076","red derby","3718 14TH ST NW, Washington DC",-77.033092,38.937728,"NW","16th Street Heights",2015,2008
"5344",5344,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2008,2008
"5345",5345,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2009,2008
"5346",5346,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2010,2008
"5347",5347,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2011,2008
"5348",5348,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2012,2008
"5349",5349,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2013,2008
"5350",5350,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2014,2008
"5351",5351,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2015,2008
"5352",5352,"ABRA076102","austin grill","750 E ST NW, Washington DC",-77.0224947,38.8959483,"NW","Downtown",2016,2008
"5353",5353,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2008,2008
"5354",5354,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2009,2008
"5355",5355,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2010,2008
"5356",5356,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2011,2008
"5357",5357,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2012,2008
"5358",5358,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2013,2008
"5359",5359,"ABRA076125","sisy's","3911 14TH ST NW, Washington DC",-77.0324279,38.9390309,"NW","16th Street Heights",2014,2008
"5360",5360,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2008,2008
"5361",5361,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2009,2008
"5362",5362,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2010,2008
"5363",5363,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2011,2008
"5364",5364,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2012,2008
"5365",5365,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2013,2008
"5366",5366,"ABRA076140","logan @ the heights","1390 KENYON ST NW, Washington DC",-77.032194,38.9297375,"NW","Columbia Heights",2014,2008
"5367",5367,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2008,2008
"5368",5368,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2009,2008
"5369",5369,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2010,2008
"5370",5370,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2011,2008
"5371",5371,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2012,2008
"5372",5372,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2013,2008
"5373",5373,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2014,2008
"5374",5374,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2015,2008
"5375",5375,"ABRA076166","marvin","2007 14TH ST NW, Washington DC",-77.0316788,38.9173169,"NW","U Street",2016,2008
"5376",5376,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2008,2008
"5377",5377,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2009,2008
"5378",5378,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2010,2008
"5379",5379,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2011,2008
"5380",5380,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2012,2008
"5381",5381,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2013,2008
"5382",5382,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2014,2008
"5383",5383,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2015,2008
"5384",5384,"ABRA076177","asia nine bar and lounge","915 E ST NW, Washington DC",-77.0250247,38.8964898,"NW","Downtown",2016,2008
"5385",5385,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2008,2008
"5386",5386,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2009,2008
"5387",5387,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2010,2008
"5388",5388,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2011,2008
"5389",5389,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2012,2008
"5390",5390,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2013,2008
"5391",5391,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2014,2008
"5392",5392,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2015,2008
"5393",5393,"ABRA076218","sign of the whale","1825 M ST NW, Washington DC",-77.0427804,38.9059315,"NW","Dupont Circle",2016,2008
"5394",5394,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2008,2008
"5395",5395,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2009,2008
"5396",5396,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2010,2008
"5397",5397,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2012,2008
"5398",5398,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2013,2008
"5399",5399,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2014,2008
"5400",5400,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2015,2008
"5401",5401,"ABRA076233","show bar","1210 H ST NE, Washington DC",-76.989741,38.900419,"NE","Near Northeast",2016,2008
"5402",5402,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2008,2008
"5403",5403,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2009,2008
"5404",5404,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2010,2008
"5405",5405,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2011,2008
"5406",5406,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2012,2008
"5407",5407,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2013,2008
"5408",5408,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2014,2008
"5409",5409,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2015,2008
"5410",5410,"ABRA076260","langston bar & grille","1831 BENNING RD NE, Washington DC",-76.9768481,38.8987449,"NE","Kingman Park/Rosedale",2016,2008
"5411",5411,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2008,2008
"5412",5412,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2009,2008
"5413",5413,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2010,2008
"5414",5414,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2011,2008
"5415",5415,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2012,2008
"5416",5416,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2013,2008
"5417",5417,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2014,2008
"5418",5418,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2015,2008
"5419",5419,"ABRA076279","nanny o'brien's irish pub","3319 CONNECTICUT AVE NW, Washington DC",-77.0572167,38.9341174,"NW","Cleveland Park",2016,2008
"5420",5420,"ABRA076289","ninth street café","1907 9TH ST NW, Washington DC",-77.0237038,38.9159888,"NW","U Street",2008,2008
"5421",5421,"ABRA076289","ninth street café","1907 9TH ST NW, Washington DC",-77.0237038,38.9159888,"NW","U Street",2009,2008
"5422",5422,"ABRA076290","jordan's","523 8TH ST SE, Washington DC",-76.995291,38.8820245,"SE","Capitol Hill",2008,2008
"5423",5423,"ABRA076290","jordan's","523 8TH ST SE, Washington DC",-76.995291,38.8820245,"SE","Capitol Hill",2009,2008
"5424",5424,"ABRA076290","jordan's","523 8TH ST SE, Washington DC",-76.995291,38.8820245,"SE","Capitol Hill",2010,2008
"5425",5425,"ABRA076290","jordan's","523 8TH ST SE, Washington DC",-76.995291,38.8820245,"SE","Capitol Hill",2011,2008
"5426",5426,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2008,2008
"5427",5427,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2009,2008
"5428",5428,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2010,2008
"5429",5429,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2011,2008
"5430",5430,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2012,2008
"5431",5431,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2013,2008
"5432",5432,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2014,2008
"5433",5433,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2015,2008
"5434",5434,"ABRA076330","jimmy valentine's lonely hearts club","1103 BLADENSBURG RD NE, Washington DC",-76.9806858,38.9039394,"NE","Carver Langston",2016,2008
"5435",5435,"ABRA076344","black fox","1723 CONNECTICUT AVE NW, Washington DC",-77.045169,38.913353,"NW","Dupont Circle",2010,2010
"5436",5436,"ABRA076344","black fox","1723 CONNECTICUT AVE NW, Washington DC",-77.045169,38.913353,"NW","Dupont Circle",2011,2010
"5437",5437,"ABRA076344","black fox","1723 CONNECTICUT AVE NW, Washington DC",-77.045169,38.913353,"NW","Dupont Circle",2012,2010
"5438",5438,"ABRA076344","black fox","1723 CONNECTICUT AVE NW, Washington DC",-77.045169,38.913353,"NW","Dupont Circle",2013,2010
"5439",5439,"ABRA076344","black fox","1723 CONNECTICUT AVE NW, Washington DC",-77.045169,38.913353,"NW","Dupont Circle",2014,2010
"5440",5440,"ABRA076346","l'appetito","5105 MACARTHUR BLVD NW, Washington DC",-77.1013874,38.9253671,"NW","Kent",2008,2008
"5441",5441,"ABRA076346","l'appetito","5105 MACARTHUR BLVD NW, Washington DC",-77.1013874,38.9253671,"NW","Kent",2009,2008
"5442",5442,"ABRA076348","the library saloon","3514 12TH ST NE, Washington DC",-76.9912351,38.9329734,"NE","Brookland",2008,2008
"5443",5443,"ABRA076348","the library saloon","3514 12TH ST NE, Washington DC",-76.9912351,38.9329734,"NE","Brookland",2009,2008
"5444",5444,"ABRA076348","the library saloon","3514 12TH ST NE, Washington DC",-76.9912351,38.9329734,"NE","Brookland",2010,2008
"5445",5445,"ABRA076348","the library saloon","3514 12TH ST NE, Washington DC",-76.9912351,38.9329734,"NE","Brookland",2011,2008
"5446",5446,"ABRA076348","the library saloon","3514 12TH ST NE, Washington DC",-76.9912351,38.9329734,"NE","Brookland",2012,2008
"5447",5447,"ABRA076348","the library saloon","3514 12TH ST NE, Washington DC",-76.9912351,38.9329734,"NE","Brookland",2013,2008
"5448",5448,"ABRA076360","napa 1015","1015 H ST NE, Washington DC",-76.9920617,38.8999688,"NE","Near Northeast",2008,2008
