"","street","LICENSE..","STATUS","APPLICANT","TRADE.NAME","ADDRESS","SMD","CLASS","DESCRIPTION","Selection.DATE","Month.Sort","FY.Sort","Applicant","Owner.Name"
"1085","2323 18TH ST NW","ABRA‐
094052","Active","2323 TTTDC on 18th, LLC","The Town Tavern","2323 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","APR 2005",200504,"FY2005","","ASKARINAM"
"1086","2327 18TH ST NW","ABRA‐
074503","Active","Green Island Heaven and 
Hell, Inc.","The Green Island 
Cafe/Heaven & Hell","2327 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","JUN 2011",201106,"FY2011","GREEN ISLAND HEAVEN AND HELL, LLC","MAHARY WOLDEMARIAM"
"1087","2327 18TH ST NW","ABRA‐
074503","Active","Green Island Heaven and 
Hell, Inc.","The Green Island 
Cafe/Heaven & Hell","2327 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","FEB 2008",200802,"FY2008","","FRANCK P"
"1088","233 2ND ST NW","ABRA‐
075915","Active","Hamilton Restaurant 
Group, Inc.","Hamilton's Bar & Grill","233 2ND ST, NW, WASHINGTON, 
DC 20001","SMD 
6C02","C","Tavern","NOV 2006",200611,"FY2006","","PATRICIA GOGOS"
"1089","233 2ND ST NW","ABRA‐
075915","Active","Hamilton Restaurant 
Group, Inc.","Hamilton's Bar & Grill","233 2ND ST, NW, WASHINGTON, 
DC 20001","SMD 
6C02","C","Tavern","NOV 2003",200311,"FY2003","","PATRICIA GOGOS"
"1091","2333 18TH ST NW","ABRA‐
060401","Active","Zinat Inc.","Johnny Pistolas","2333 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","MAY 2009",200905,"FY2009","ZINAT INC","IRAJ & SOLEIMAN CORPORATION"
"1092","2333 18TH ST NW","ABRA‐
060401","Active","Zinat Inc.","Johnny Pistolas","2333 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","APR 2013",201304,"FY2013","ZINAT  CORPORATION","IRAJ & SOLEIMAN CORPORATION"
"1093","2337 18TH ST NW","ABRA‐
097821","Active","Last Laugh, LLC","High Dive","2337 18TH ST, NW, 
WASHINGTON, DC 20036","SMD 
1C07","C","Tavern","MAR 2015",201503,"FY2015","","2337 BOND ST EQUITIES LLC"
"1094","2337 18TH ST NW","ABRA‐
097821","Active","Last Laugh, LLC","High Dive","2337 18TH ST, NW, 
WASHINGTON, DC 20036","SMD 
1C07","C","Tavern","MAR 2015",201503,"FY2015","","2337 BOND ST EQUITIES LLC"
"1096","235 CARROLL ST NW","ABRA‐
092008","Active","Busboys of Takoma, LLC","Busboys & Poets ‐ Takoma","235 CARROLL ST, NW, 
WASHINGTON, DC 20012","SMD 
4B07","C","Restaurant","FEB 2015",201502,"FY2015","","FCP TAKOMA CENTRAL LLC"
"1097","235 CARROLL ST NW","ABRA‐
092008","Active","Busboys of Takoma, LLC","Busboys & Poets ‐ Takoma","235 CARROLL ST, NW, 
WASHINGTON, DC 20012","SMD 
4B07","C","Restaurant","MAY 2015",201505,"FY2015","","FCP TAKOMA CENTRAL LLC"
"1098","235 CARROLL ST NW","ABRA‐
092008","Active","Busboys of Takoma, LLC","Busboys & Poets ‐ Takoma","235 CARROLL ST, NW, 
WASHINGTON, DC 20012","SMD 
4B07","C","Restaurant","FEB 2015",201502,"FY2015","","FCP TAKOMA CENTRAL LLC"
"1100","2400 WISCONSIN AVE NW","ABRA‐
020640","Active","Shamiana, LLC","Heritage India/Malgudi","2400 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
3B02","C","Restaurant","FEB 2013",201302,"FY2013","WE ARE 4 PARTNERS, LIMITED LIABILITY COMPANY","GEORGE GALICH PROPERTY LLC"
"1101","2400 WISCONSIN AVE NW","ABRA‐
091137","Active","We Are 4 Partners LLC","Arcuri","2400 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
3B02","C","Restaurant","FEB 2013",201302,"FY2013","WE ARE 4 PARTNERS, LIMITED LIABILITY COMPANY","GEORGE GALICH PROPERTY LLC"
"1103","2404 WISCONSIN AVE NW","ABRA‐
089768","Active","Wine Investment Group 
LLC","Slate Wine Bar & Bistro","2404 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
3B02","C","Restaurant","JUL 2012",201207,"FY2012","WINE INVESTMENT GROUP, LLC.","LINDA LEE"
"1104","2404 WISCONSIN AVE NW","ABRA‐
089768","Active","Wine Investment Group 
LLC","Slate Wine Bar & Bistro","2404 WISCONSIN AVE, NW, 
WASHINGTON, DC 20007","SMD 
3B02","C","Restaurant","JUN 2007",200706,"FY2007","","CEVICHE WISCONSIN AVENUE, LLC"
"1106","2411 18TH ST NW","ABRA‐
072529","Active","Ventnor Group, LLC","Ventnor Sports Cafe","2411 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","JUN 2009",200906,"FY2009","VENTNOR  GROUP LLC","OSCAR GUARDADO"
"1107","2411 18TH ST NW","ABRA‐
072529","Active","Ventnor Group, LLC","Ventnor Sports Cafe","2411 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","AUG 2009",200908,"FY2009","VENTNOR GROUP LLC","OSCAR GUARDADO"
"1109","2427 18TH ST NW","ABRA‐
078091","Active","AAB, LLC","Black Squirrel","2427 18TH ST, NW, UNIT B, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","OCT 2009",200910,"FY2009","AAB,  LLC.","WALKER H WALKER M WALKER G LEHMAN M"
"1110","2427 18TH ST NW","ABRA‐
078091","Active","AAB, LLC","Black Squirrel","2427 18TH ST, NW, UNIT B, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","MAR 2011",201103,"FY2011","AAB,  LLC","WALKER H WALKER M WALKER G LEHMAN M"
"1111","2427 18TH ST NW","ABRA‐
078091","Active","AAB, LLC","Black Squirrel","2427 18TH ST, NW, UNIT B, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","DEC 2007",200712,"FY2007","","ZION HAIR & SKIN CARE"
"1112","2427 18TH ST NW","ABRA‐
078091","Active","AAB, LLC","Black Squirrel","2427 18TH ST, NW, UNIT B, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","DEC 2004",200412,"FY2004","","ZION HAIR & SKIN CARE"
"1113","2431 18TH ST NW","ABRA‐
097380","Active","BUL Corp.","BUL","2431 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","DEC 2014",201412,"FY2014","","EMILY J PHIFER"
"1114","2431 18TH ST NW","ABRA‐
097380","Active","BUL Corp.","BUL","2431 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","DEC 2014",201412,"FY2014","","EMILY J PHIFER"
"1115","2431 18TH ST NW","ABRA‐
097380","Active","BUL Corp.","BUL","2431 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","AUG 2005",200508,"FY2005","","PHIFER"
"1116","2431 18TH ST NW","ABRA‐
097380","Active","BUL Corp.","BUL","2431 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","AUG 2004",200408,"FY2004","","PHIFER"
"1117","2431 18TH ST NW","ABRA‐
097380","Active","BUL Corp.","BUL","2431 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","JUL 2004",200407,"FY2004","","PHIFER"
"1118","2435 18TH ST NW","ABRA‐
086298","Active","Tas, LLC","Libertine","2435 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","FEB 2011",201102,"FY2011","TAS,  LLC","PATRICIA A GOGOS"
"1119","2435 18TH ST NW","ABRA‐
086298","Active","Tas, LLC","Libertine","2435 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","DEC 2012",201212,"FY2012","","2435 18TH STREET LLC"
"1120","2436 14TH ST NW","ABRA‐
093542","Active","EZ Group, LLC","Creme","2436 14TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1B05","C","Restaurant","JUN 2014",201406,"FY2014","","DCO 2400 14TH STREET LLC"
"1121","2436 14TH ST NW","ABRA‐
093542","Active","EZ Group, LLC","Creme","2436 14TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1B05","C","Restaurant","JUN 2014",201406,"FY2014","","DCO 2400 14TH STREET LLC"
"1122","2436 18TH ST NW","ABRA‐
086063","Active","Doughboy Enterprises, 
LLC","Mellow Mushroom","2436 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","MAR 2007",200703,"FY2007","","SNYDER"
"1123","2436 18TH ST NW","ABRA‐
086063","Active","Doughboy Enterprises, 
LLC","Mellow Mushroom","2436 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","OCT 2011",201110,"FY2011","DOUGHBOY ENTERPRISES, LLC","RALPH SNYDER"
"1124","2436 18TH ST NW","ABRA‐
086063","Active","Doughboy Enterprises, 
LLC","Mellow Mushroom","2436 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","JUL 2003",200307,"FY2003","","SNYDER"
"1125","2436 18TH ST NW","ABRA‐
086063","Active","Doughboy Enterprises, 
LLC","Mellow Mushroom","2436 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","MAY 2003",200305,"FY2003","","PARKPLACE PROPERTY"
"1130","2447 18TH ST NW","ABRA‐
076693","Active","Grand Central, LLC","Grand Central","2447 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","MAR 2007",200703,"FY2007","","VASILE"
"1131","2447 18TH ST NW","ABRA‐
076693","Active","Grand Central, LLC","Grand Central","2447 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","NOV 2001",200111,"FY2001","","VASILE"
"1132","2450 18TH ST NW","ABRA‐
088119","Active","Twin T's LLC","DC Shenanigans","2450 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","MAR 2010",201003,"FY2010","TEMPLAR  INVESTMENTS, LLC","ADELPHI PATNERS LLC"
"1133","2450 18TH ST NW","ABRA‐
088119","Active","Twin T's LLC","DC Shenanigans","2450 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","NOV 2001",200111,"FY2001","","THE INCH, LLC."
"1134","2450 18TH ST NW","ABRA‐
088119","Active","Twin T's LLC","DC Shenanigans","2450 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","JUN 2008",200806,"FY2008","","THE INCH, LLC."
"1135","2450 18TH ST NW","ABRA‐
088119","Active","Twin T's LLC","DC Shenanigans","2450 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","NOV 2011",201111,"FY2011","TWIN T'S LLC.","ADELPHI PARTNERS LLC"
"1136","2450 18TH ST NW","ABRA‐
088119","Active","Twin T's LLC","DC Shenanigans","2450 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C03","C","Tavern","JUN 2009",200906,"FY2009","X-ROADS,  LLC","ADELPHI PATNERS LLC"
"1138","2463 18TH ST NW","ABRA‐
084505","Active","Tropicalia Project LLC","Bossa Brazilian Bistro","2463 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","SEP 2006",200609,"FY2006","","WARD"
"1139","2463 18TH ST NW","ABRA‐
084505","Active","Tropicalia Project LLC","Bossa Brazilian Bistro","2463 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","FEB 2002",200202,"FY2002","","WARD"
"1140","2463 18TH ST NW","ABRA‐
084505","Active","Tropicalia Project LLC","Bossa Brazilian Bistro","2463 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","JUL 2009",200907,"FY2009","BOSSA PROJECT INC.","TIFFANY J WARD"
"1141","2463 18TH ST NW","ABRA‐
084505","Active","Tropicalia Project LLC","Bossa Brazilian Bistro","2463 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Restaurant","OCT 2010",201010,"FY2010","TROPICALIA PROJECT LLC","TIFFANY J WARD"
"1142","2471 18TH ST NW","ABRA‐
088772","Active","New Asylum, LLC","Smoke & Barrel","2471 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","JAN 2004",200401,"FY2004","","JOHNSON J"
"1143","2471 18TH ST NW","ABRA‐
088772","Active","New Asylum, LLC","Smoke & Barrel","2471 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","MAY 2012",201205,"FY2012","","HARILAOS LLC"
"1144","2477 18TH ST NW","ABRA‐
096137","Active","Songbyrd, L.L.C.","Songbyrd","2477 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","MAY 2009",200905,"FY2009","COLIN UNLIMITED, LLC.","SHOWBOAT 2473 LLC"
"1145","2477 18TH ST NW","ABRA‐
096137","Active","Songbyrd, L.L.C.","Songbyrd","2477 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","APR 2013",201304,"FY2013","","SHOWBOAT 2473 LLC"
"1146","2477 18TH ST NW","ABRA‐
096137","Active","Songbyrd, L.L.C.","Songbyrd","2477 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","JUN 2002",200206,"FY2002","","SHOWBOAT RESTAURANT, INC."
"1147","2477 18TH ST NW","ABRA‐
096137","Active","Songbyrd, L.L.C.","Songbyrd","2477 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","AUG 2014",201408,"FY2014","","SHOWBOAT 2473 LLC"
"1148","2477 18TH ST NW","ABRA‐
096137","Active","Songbyrd, L.L.C.","Songbyrd","2477 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","AUG 2014",201408,"FY2014","","SHOWBOAT 2473 LLC"
"1149","2477 18TH ST NW","ABRA‐
096137","Active","Songbyrd, L.L.C.","Songbyrd","2477 18TH ST, NW, 
WASHINGTON, DC 20009","SMD 
1C07","C","Tavern","MAY 2003",200305,"FY2003","","SHOWBOAT RESTAURANT, INC."
"1150","250 K ST NE","ABRA‐
092242","Active","T D BURGER DC, LLC","TD   BURGER","250 K ST, NE, WASHINGTON, DC 
20002","SMD 
6C06","C","Tavern","AUG 2013",201308,"FY2013","","UNION PLACE PHASE I"
"1151","250 K ST NE","ABRA‐
092242","Active","T D BURGER DC, LLC","TD   BURGER","250 K ST, NE, WASHINGTON, DC 
20002","SMD 
6C06","C","Tavern","DEC 2011",201112,"FY2011","AC  CULINARY, INC","ERIC SIEGLER"
"1153","2512 L ST NW","ABRA‐
071333","Active","51st LLC","The 51st State","2512 L ST, NW, WASHINGTON, 
DC 20037","SMD 
2A03","C","Tavern","AUG 2004",200408,"FY2004","","JOE ENGLERT"
"1154","2512 L ST NW","ABRA‐
071333","Active","51st LLC","The 51st State","2512 L ST, NW, WASHINGTON, 
DC 20037","SMD 
2A03","C","Tavern","DEC 2002",200212,"FY2002","","TOWNSEND"
"1155","2514 L ST NW","ABRA‐
095946","Active","Siam Rice DC, Inc.","CHARMTHAI","2514 L ST, NW, WASHINGTON, 
DC 20037","SMD 
2A03","C","Restaurant","JUN 2014",201406,"FY2014","","JAMES M MOSHOVITIS"
"1156","2514 L ST NW","ABRA‐
095946","Active","Siam Rice DC, Inc.","CHARMTHAI","2514 L ST, NW, WASHINGTON, 
DC 20037","SMD 
2A03","C","Restaurant","SEP 2003",200309,"FY2003","","DEOUDES"
"1157","2519 PENNSYLVANIA AVE NW","ABRA‐
078057","Active","Pocomo, LLC","Bayou","2519 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20037","SMD 
2A02","C","Tavern","NOV 2007",200711,"FY2007","","TRIANGLE COMM ASSN INC"
"1158","2519 PENNSYLVANIA AVE NW","ABRA‐
078057","Active","Pocomo, LLC","Bayou","2519 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20037","SMD 
2A02","C","Tavern","MAR 2004",200403,"FY2004","","TRIANGLE COMM ASSN INC"
"1159","2519 PENNSYLVANIA AVE NW","ABRA‐
078057","Active","Pocomo, LLC","Bayou","2519 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20037","SMD 
2A02","C","Tavern","NOV 2006",200611,"FY2006","","TRIANGLE COMM ASSN INC"
"1160","2519 PENNSYLVANIA AVE NW","ABRA‐
078057","Active","Pocomo, LLC","Bayou","2519 PENNSYLVANIA AVE, NW, 
WASHINGTON, DC 20037","SMD 
2A02","C","Tavern","MAR 2002",200203,"FY2002","","TRIANGLE COMM ASSN INC"
"1161","2524 L ST NW","ABRA‐
091022","Active","Sunflower Inc.","FLAVORS OF 
INDIA/MARSHALL'S BAR","2524 L ST, NW, WASHINGTON, 
DC 20037","SMD 
2A03","C","Tavern","DEC 2012",201212,"FY2012","SUNFLOWER  INC","TAREK A MOUKALLED"
"1162","2524 L ST NW","ABRA‐
091022","Active","Sunflower Inc.","FLAVORS OF 
INDIA/MARSHALL'S BAR","2524 L ST, NW, WASHINGTON, 
DC 20037","SMD 
2A03","C","Tavern","MAY 2013",201305,"FY2013","SUNFLOWER  INC","TAREK A MOUKALLED"
"1165","2608 CONNECTICUT AVE NW","ABRA‐
085456","Active","2608 Connecticut 
Avenue, LLC","Italian Pizza Kitchen","2608 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C02","C","Restaurant","AUG 2012",201208,"FY2012","2608  CONNECTICUT AVENUE LLC","TAGINYA FAMILY LLC"
"1166","2608 CONNECTICUT AVE NW","ABRA‐
085456","Active","2608 Connecticut 
Avenue, LLC","Italian Pizza Kitchen","2608 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C02","C","Restaurant","MAR 2007",200703,"FY2007","","MATHAWATANA DITTABOOT & LEK SAENGPL"
"1167","2608 CONNECTICUT AVE NW","ABRA‐
085456","Active","2608 Connecticut 
Avenue, LLC","Italian Pizza Kitchen","2608 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C02","C","Restaurant","MAY 2011",201105,"FY2011","2608 CONNECTICUT AVE LLC","SHAHRAM TAGINYA"
"1168","2608 CONNECTICUT AVE NW","ABRA‐
085456","Active","2608 Connecticut 
Avenue, LLC","Italian Pizza Kitchen","2608 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C02","C","Restaurant","MAY 2005",200505,"FY2005","","TAGINYA"
"1169","2618 GEORGIA AVE NW","ABRA‐
088870","Active","JOEL MIRELES CAstILLO","Dulcinea Bar and Grill","2618 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Restaurant","DEC 2011",201112,"FY2011","JOEL  CASTILLO","HESSAMEDDIN S YOUSEFI"
"1170","2618 GEORGIA AVE NW","ABRA‐
088870","Active","JOEL MIRELES CAstILLO","Dulcinea Bar and Grill","2618 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Restaurant","JUL 2008",200807,"FY2008","","HARAGE"
"1171","2619 CONNECTICUT AVE NW","ABRA‐
076441","Active","Woodley Cafe Partners, 
Inc.","Woodley Cafe","2619 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20018","SMD 
3C01","C","Restaurant","MAR 2003",200303,"FY2003","","CONLON FAMILY LTD PRTNSP"
"1172","2619 CONNECTICUT AVE NW","ABRA‐
076441","Active","Woodley Cafe Partners, 
Inc.","Woodley Cafe","2619 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20018","SMD 
3C01","C","Restaurant","MAR 2007",200703,"FY2007","","WOODLEY CAFE PARTNERS, INC."
"1173","2619 CONNECTICUT AVE NW","ABRA‐
076441","Active","Woodley Cafe Partners, 
Inc.","Woodley Cafe","2619 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20018","SMD 
3C01","C","Restaurant","AUG 2002",200208,"FY2002","","CONLON FAMILY LTD PRTNSP"
"1175","2621 CONNECTICUT AVE NW","ABRA‐
096643","Active","Macintyre's Pub LLC","Macintyre's Pub","2621 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","DEC 2014",201412,"FY2014","","AMY B. PICKENS"
"1176","2621 CONNECTICUT AVE NW","ABRA‐
096643","Active","Macintyre's Pub LLC","Macintyre's Pub","2621 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","DEC 2014",201412,"FY2014","","AMY B. PICKENS"
"1177","2621 CONNECTICUT AVE NW","ABRA‐
096643","Active","Macintyre's Pub LLC","Macintyre's Pub","2621 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","DEC 2003",200312,"FY2003","","THOMAS P. BROWN MANAGEMENT, INC."
"1178","2622 P ST NW","ABRA‐
095964","Active","AFTER  PEACOCK ROOM 
INC.","After Peacock Room","2622 P ST, NW, WASHINGTON, 
DC 20007","SMD 
2E06","C","Restaurant","SEP 2013",201309,"FY2013","","H AND H WORKS LLC"
"1179","2622 P ST NW","ABRA‐
095964","Active","AFTER  PEACOCK ROOM 
INC.","After Peacock Room","2622 P ST, NW, WASHINGTON, 
DC 20007","SMD 
2E06","C","Restaurant","MAR 2014",201403,"FY2014","","H AND H WORKS LLC"
"1180","2622 P ST NW","ABRA‐
095964","Active","AFTER  PEACOCK ROOM 
INC.","After Peacock Room","2622 P ST, NW, WASHINGTON, 
DC 20007","SMD 
2E06","C","Restaurant","JUL 2014",201407,"FY2014","HEEWON  RA","H AND H WORKS LLC"
"1181","2622 P ST NW","ABRA‐
095964","Active","AFTER  PEACOCK ROOM 
INC.","After Peacock Room","2622 P ST, NW, WASHINGTON, 
DC 20007","SMD 
2E06","C","Restaurant","JUL 2014",201407,"FY2014","HEEWON  RA","H AND H WORKS LLC"
"1182","2625 CONNECTICUT AVE NW","ABRA‐
089438","Active","Grace Japanese 
Corporation","Umi Japanese Cuisine","2625 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","JUN 2011",201106,"FY2011","UMI Q CORPORATION","KALAMATA SERIES OF VALIARA LLC"
"1183","2625 CONNECTICUT AVE NW","ABRA‐
089438","Active","Grace Japanese 
Corporation","Umi Japanese Cuisine","2625 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","SEP 2008",200809,"FY2008","PERAK CORPORATION","PERAK CORPORATION"
"1184","2625 CONNECTICUT AVE NW","ABRA‐
089438","Active","Grace Japanese 
Corporation","Umi Japanese Cuisine","2625 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","APR 2012",201204,"FY2012","","VALIRA LLC"
"1185","2625 CONNECTICUT AVE NW","ABRA‐
089438","Active","Grace Japanese 
Corporation","Umi Japanese Cuisine","2625 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","MAY 2004",200405,"FY2004","","WOODLEY PARK YOGA CO."
"1186","2632 GEORGIA AVE NW","ABRA‐
094013","Active","Benti Lounge, LLC","Peace Lounge","2632 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Tavern","JUL 2011",201107,"FY2011","PROOF  LOUNGE LLC","PROOF LOUNGE, LLC"
"1187","2632 GEORGIA AVE NW","ABRA‐
094013","Active","Benti Lounge, LLC","Peace Lounge","2632 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Tavern","APR 2010",201004,"FY2010","L & S LOUNGE, LLC.","HANNA ANDEMARIAM"
"1188","2632 GEORGIA AVE NW","ABRA‐
094013","Active","Benti Lounge, LLC","Peace Lounge","2632 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Tavern","AUG 2009",200908,"FY2009","","HANNA ANDEMARIAM"
"1189","2632 GEORGIA AVE NW","ABRA‐
094013","Active","Benti Lounge, LLC","Peace Lounge","2632 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Tavern","MAY 2008",200805,"FY2008","","SAMSON"
"1190","2632 GEORGIA AVE NW","ABRA‐
094013","Active","Benti Lounge, LLC","Peace Lounge","2632 GEORGIA AVE, NW, 
WASHINGTON, DC 20001","SMD 
1B03","C","Tavern","FEB 2012",201202,"FY2012","SALT & PEPPER GRILL INC","SAMSON MESKEL"
"1191","2635 CONNECTICUT AVE NW","ABRA‐
087904","Active","The Noodle Shop Co.‐
Colorado, Inc.","Noodles & Company","2635 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","DEC 2011",201112,"FY2011","","GROSVENOR URBAN RETAIL LP"
"1192","2635 CONNECTICUT AVE NW","ABRA‐
087904","Active","The Noodle Shop Co.‐
Colorado, Inc.","Noodles & Company","2635 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","SEP 2003",200309,"FY2003","","URBAN INVESTMENT ADVISORS CORP"
"1194","2649 CONNECTICUT AVE NW","ABRA‐
096593","Active","Hospitality Brothers 
Group, Inc.","Cafe Paradiso","2649 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","JUL 2014",201407,"FY2014","","NUHA LLC"
"1195","2649 CONNECTICUT AVE NW","ABRA‐
096593","Active","Hospitality Brothers 
Group, Inc.","Cafe Paradiso","2649 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","MAR 2011",201103,"FY2011","CP  INC","NOHA LLC"
"1196","2649 CONNECTICUT AVE NW","ABRA‐
096593","Active","Hospitality Brothers 
Group, Inc.","Cafe Paradiso","2649 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","SEP 2010",201009,"FY2010","","NUHA LLC"
"1197","2649 CONNECTICUT AVE NW","ABRA‐
096593","Active","Hospitality Brothers 
Group, Inc.","Cafe Paradiso","2649 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","JUL 2014",201407,"FY2014","","NUHA LLC"
"1198","2651 CONNECTICUT AVE NW","ABRA‐
086226","Active","PANDA BEAR, LLC.","HOT AND JUICY CRAWFISH","2651 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","DEC 2010",201012,"FY2010","PANDA BEAR , LLC.","EDWIN S ROCKEFELLER"
"1199","2651 CONNECTICUT AVE NW","ABRA‐
086226","Active","PANDA BEAR, LLC.","HOT AND JUICY CRAWFISH","2651 CONNECTICUT AVE, NW, 
WASHINGTON, DC 20008","SMD 
3C01","C","Restaurant","NOV 2001",200111,"FY2001","","ROCKEFELLER"
"1200","2700 NEW YORK AVE NE","ABRA‐
086961","Active","T & L Investment Group, 
LLC","Panda Gourmet","2700 NEW YORK AVE, NE, 
WASHINGTON, DC 20002","SMD 
5C04","C","Restaurant","MAR 2011",201103,"FY2011","T & L INVESTMENT GROUP LLC","T&L HOSPITALITY INC"
"1201","2700 NEW YORK AVE NE","ABRA‐
086961","Active","T & L Investment Group, 
LLC","Panda Gourmet","2700 NEW YORK AVE, NE, 
WASHINGTON, DC 20002","SMD 
5C04","C","Restaurant","DEC 2012",201212,"FY2012","","T&L HOSPITALITY INC"
